1854;2025-10-29 01:46:55.235;2025-11-07 17:18:15.187;PRESENTE;;;13.7044833,-89.1354617;Presencial;2025-10-29 01:46:55.236;2025-11-07 17:18:15.189;257;257;1686
207;2025-10-28 16:04:17.63;2025-11-03 19:48:19.846;PRESENTE;;;14.0528278,-89.6250167;Presencial;2025-10-28 16:04:17.631;2025-11-03 19:48:19.847;207;207;2471
1124;2025-10-28 16:04:17.635;2025-11-03 19:48:19.846;PRESENTE;;;14.0528278,-89.6250167;Presencial;2025-10-28 16:04:17.636;2025-11-03 19:48:19.847;207;207;2471
30;2025-11-04 15:55:15.659;2025-11-04 17:29:48.356;PRESENTE;;;13.7747909,-89.7605025;Presencial;2025-11-04 15:55:15.66;2025-11-04 17:29:48.357;30;30;2141
3382;2025-11-04 15:55:15.663;2025-11-04 17:29:48.356;PRESENTE;;;13.7747909,-89.7605025;Presencial;2025-11-04 15:55:15.664;2025-11-04 17:29:48.357;30;30;2141
79;2025-10-28 15:30:03.116;2025-10-31 21:14:05.839;PRESENTE;;;13.7167846,-89.1904747;Presencial;2025-10-28 15:30:03.116;2025-10-31 21:14:05.84;79;79;1946
857;2025-10-28 15:30:03.12;2025-10-31 21:14:05.839;PRESENTE;;;13.7167846,-89.1904747;Presencial;2025-10-28 15:30:03.121;2025-10-31 21:14:05.84;79;79;1946
278;2025-10-31 14:18:56.29;2025-11-04 16:31:22.674;PRESENTE;;;13.731695,-88.80067;Presencial;2025-10-31 14:18:56.29;2025-11-04 16:31:22.676;278;278;3881
164;2025-11-04 20:14:45.407;2025-11-04 21:42:34.097;PRESENTE;;;13.9214197,-89.8487131;Presencial;2025-11-04 20:14:45.407;2025-11-04 21:42:34.098;164;164;2486
295;2025-10-31 13:38:38.245;2025-11-05 19:38:01.102;PRESENTE;;;13.695929,-88.821569;Presencial;2025-10-31 13:38:38.245;2025-11-05 19:38:01.102;295;295;1761
806;2025-11-06 16:05:09.782;2025-11-07 13:45:33.297;PRESENTE;;;13.7081853,-89.2216867;Presencial;2025-11-06 16:05:09.782;2025-11-07 13:45:33.298;178;178;1181
1264;2025-11-05 15:09:45.866;2025-11-07 16:50:46.837;PRESENTE;;;14.331331756463454,-89.1767322521545;Presencial;2025-11-05 15:09:45.867;2025-11-07 16:50:46.837;32;32;766
200;2025-10-28 15:21:45.299;2025-11-06 16:20:34.931;PRESENTE;;;13.7049019,-89.1455958;Presencial;2025-10-28 15:21:45.299;2025-11-06 16:20:34.932;200;200;2426
73;2025-10-31 13:58:14.542;2025-11-07 18:00:15.2;PRESENTE;;;13.5948614,-87.9431957;Presencial;2025-10-31 13:58:14.542;2025-11-07 18:00:15.201;73;73;1981
1212;2025-11-04 20:14:45.411;2025-11-04 21:42:34.097;PRESENTE;;;13.9214197,-89.8487131;Presencial;2025-11-04 20:14:45.412;2025-11-04 21:42:34.098;164;164;2486
155;2025-10-28 19:47:45.57;2025-11-04 15:00:47.064;PRESENTE;;;13.8187076,-89.1393287;Presencial;2025-10-28 19:47:45.57;2025-11-04 15:00:47.065;155;155;1661
2685;2025-10-28 19:47:45.574;2025-11-04 15:00:47.064;PRESENTE;;;13.8187076,-89.1393287;Presencial;2025-10-28 19:47:45.575;2025-11-04 15:00:47.065;155;155;1661
3533;2025-10-28 15:21:45.304;2025-11-06 16:20:34.931;PRESENTE;;;13.7049019,-89.1455958;Presencial;2025-10-28 15:21:45.308;2025-11-06 16:20:34.932;200;200;2426
14;2025-11-03 16:12:16.237;2025-11-06 17:56:49.335;PRESENTE;;;13.7708383,-90.0996133;Presencial;2025-11-03 16:12:16.237;2025-11-06 17:56:49.336;14;14;2211
956;2025-10-31 13:58:14.547;2025-11-07 18:00:15.2;PRESENTE;;;13.5948614,-87.9431957;Presencial;2025-10-31 13:58:14.547;2025-11-07 18:00:15.201;73;73;1981
1403;2025-10-31 14:18:56.296;2025-11-04 16:31:22.674;PRESENTE;;;13.731695,-88.80067;Presencial;2025-10-31 14:18:56.296;2025-11-04 16:31:22.676;278;278;3881
203;2025-10-31 13:39:37.675;2025-11-06 16:30:12.035;PRESENTE;;;14.0970867,-89.0158667;Presencial;2025-10-31 13:39:37.676;2025-11-06 16:30:12.036;203;203;2446
290;2025-10-28 15:28:04.308;2025-10-31 18:21:26.112;PRESENTE;;;13.6873509,-88.9506906;Presencial;2025-10-28 15:28:04.308;2025-10-31 18:21:26.113;290;290;2831
3966;2025-11-05 17:23:14.508;2025-11-06 18:23:14.123;PRESENTE;;;13.8012377,-89.1767005;Presencial;2025-11-05 17:23:14.509;2025-11-06 18:23:14.124;126;126;2886
2929;2025-11-05 17:23:14.521;2025-11-06 18:23:14.123;PRESENTE;;;13.8012377,-89.1767005;Presencial;2025-11-05 17:23:14.522;2025-11-06 18:23:14.124;126;126;2886
132;2025-10-30 17:03:50.554;2025-11-03 23:23:17;PRESENTE;;;13.7521844,-88.8679495;Presencial;2025-10-30 17:03:50.555;2025-11-03 23:23:17.001;132;132;2836
120;2025-10-31 13:07:59.223;2025-11-06 16:01:37.715;PRESENTE;;;13.7256611,-89.7135361;Presencial;2025-10-31 13:07:59.224;2025-11-06 16:01:37.716;120;120;1531
84;2025-11-10 19:07:59.156;2025-11-10 19:08:28.482;PRESENTE;;;13.97876748727954,-89.56493175361733;Presencial;2025-11-10 19:07:59.156;2025-11-10 19:08:28.483;84;84;4464
1040;2025-10-28 15:28:04.312;2025-10-31 18:21:26.112;PRESENTE;;;13.6873509,-88.9506906;Presencial;2025-10-28 15:28:04.313;2025-10-31 18:21:26.113;290;290;2831
4;2025-10-29 13:38:45.983;2025-11-06 15:45:46.419;PRESENTE;;;13.8013283,-89.3555012;Presencial;2025-10-29 13:38:45.984;2025-11-06 15:45:46.42;4;4;2256
