9;1;263;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;263;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;263;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;263;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;263;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;288;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;288;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;288;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;288;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;288;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;302;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;302;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;302;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;302;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;302;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;267;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;267;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;267;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;267;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;267;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;116;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;116;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;116;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;116;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;116;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;305;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;305;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;305;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;305;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;305;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;308;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;308;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;308;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;308;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;308;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;312;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;312;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;312;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;312;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;312;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;314;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;314;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;314;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;314;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;314;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;316;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;316;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;316;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;316;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;316;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;136;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;136;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;136;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;136;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;136;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;168;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;168;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;168;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;168;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;168;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;2;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;2;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;2;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;2;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;2;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;3;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;2;3;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;3;3;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;4;3;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;5;3;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
9;1;26;2025-12-04 15:00:42.094;2619;2025-12-04 15:00:42.094;2619
