eventId;personRoleId;checkIn;checkOut;status;comment;justificationUrl;coordenates;modality;createdAt;updatedAt;createdBy;updatedBy
333;155;2025-10-29 16:08:16.77;2025-11-04 15:00:47.064;PRESENTE;"";"";13.8070806,-89.1461551;Presencial;2025-10-29 16:08:16.771;2025-11-04 15:00:47.065;155;155
578;128;2025-10-28 13:13:49.107;2025-10-28 16:02:52.216;PRESENTE;"";"";14.1696117,-89.1015396;Presencial;2025-10-28 13:13:49.108;2025-10-28 16:02:52.217;128;128
578;3384;2025-10-28 13:13:49.112;2025-10-28 16:02:52.216;PRESENTE;"";"";14.1696117,-89.1015396;Presencial;2025-10-28 13:13:49.113;2025-10-28 16:02:52.217;128;128
578;2119;2025-10-28 13:13:49.115;2025-10-28 16:02:52.216;PRESENTE;"";"";14.1696117,-89.1015396;Presencial;2025-10-28 13:13:49.116;2025-10-28 16:02:52.217;128;128
578;1324;2025-10-28 13:13:49.119;2025-10-28 16:02:52.216;PRESENTE;"";"";14.1696117,-89.1015396;Presencial;2025-10-28 13:13:49.119;2025-10-28 16:02:52.217;128;128
662;23;2025-10-29 19:11:23.558;2025-11-06 16:23:33.371;PRESENTE;"";"";13.4516654,-89.2182673;Presencial;2025-10-29 19:11:23.559;2025-11-06 16:23:33.372;23;23
489;2662;2025-11-06 14:34:58.137;2025-11-06 16:20:34.931;PRESENTE;"";"";13.7207628,-89.1208637;Presencial;2025-11-06 14:34:58.138;2025-11-06 16:20:34.932;200;200
361;107;2025-11-05 16:30:03.902;2025-11-06 14:42:45.414;PRESENTE;"";"";14.2629424,-89.2518451;Presencial;2025-11-05 16:30:03.903;2025-11-06 14:42:45.415;107;107
1245;1915;2025-11-10 18:35:47.846;2025-11-10 19:15:32.875;PRESENTE;"";"";13.8789556,-89.3619627;Presencial;2025-11-10 18:35:47.847;2025-11-10 19:15:32.875;223;223
163;202;2025-10-29 13:31:04.34;2025-11-04 22:39:01.905;PRESENTE;"";"";13.5505849,-89.6646611;Presencial;2025-10-29 13:31:04.341;2025-11-04 22:39:01.905;202;202
204;64;2025-10-29 14:41:17.468;2025-10-30 14:39:09.522;PRESENTE;"";"";13.4144631,-88.3442071;Presencial;2025-10-29 14:41:17.469;2025-10-30 14:39:09.522;64;64
766;191;2025-10-31 13:57:33.281;2025-11-07 16:19:38.5;PRESENTE;"";"";13.6418048,-88.4752308;Presencial;2025-10-31 13:57:33.281;2025-11-07 16:19:38.501;191;191
688;37;2025-11-06 19:49:50.454;2025-11-06 21:15:54.903;PRESENTE;"";"";13.740766,-88.9133772;Presencial;2025-11-06 19:49:50.455;2025-11-06 21:15:54.904;37;37
498;207;2025-10-31 22:38:51.444;2025-11-03 19:48:19.846;PRESENTE;"";"";13.9760524,-89.5849129;Presencial;2025-10-31 22:38:51.445;2025-11-03 19:48:19.847;207;207
720;80;2025-10-29 14:39:24.307;2025-11-03 16:53:36.841;PRESENTE;"";"";13.5959967,-88.1629667;Presencial;2025-10-29 14:39:24.307;2025-11-03 16:53:36.842;80;80
720;1510;2025-10-29 14:39:24.312;2025-11-03 16:53:36.841;PRESENTE;"";"";13.5959967,-88.1629667;Presencial;2025-10-29 14:39:24.313;2025-11-03 16:53:36.842;80;80
521;265;2025-10-29 15:05:04.857;2025-11-06 21:06:54.375;PRESENTE;"";"";13.6566639,-89.1850978;Presencial;2025-10-29 15:05:04.858;2025-11-06 21:06:54.376;265;265
204;5257;2025-10-29 14:41:17.472;2025-10-30 14:39:09.522;PRESENTE;"";"";13.4144631,-88.3442071;Presencial;2025-10-29 14:41:17.472;2025-10-30 14:39:09.522;64;64
204;3479;2025-10-29 14:41:17.475;2025-10-30 14:39:09.522;PRESENTE;"";"";13.4144631,-88.3442071;Presencial;2025-10-29 14:41:17.476;2025-10-30 14:39:09.522;64;64
258;137;2025-10-29 14:41:48.518;2025-10-29 20:19:44.156;PRESENTE;"";"";13.9194468,-89.826574;Presencial;2025-10-29 14:41:48.518;2025-10-29 20:19:44.157;137;137
258;5093;2025-10-29 14:41:48.521;2025-10-29 20:19:44.156;PRESENTE;"";"";13.9194468,-89.826574;Presencial;2025-10-29 14:41:48.522;2025-10-29 20:19:44.157;137;137
363;105;2025-10-29 15:09:28.752;2025-11-05 16:51:24.595;PRESENTE;"";"";13.8673186,-89.7845468;Presencial;2025-10-29 15:09:28.753;2025-11-05 16:51:24.596;105;105
163;3024;2025-10-29 13:31:04.346;2025-11-04 22:39:01.905;PRESENTE;"";"";13.5505849,-89.6646611;Presencial;2025-10-29 13:31:04.347;2025-11-04 22:39:01.905;202;202
256;85;2025-10-29 16:30:41.35;2025-10-31 20:30:31.379;AUSENTE;No están laborando para la institución, ver URL;https://drive.google.com/file/d/1M6I7v2uIJ-yuIN225fUKFMoWrml5JPyr/view?usp=drive_link;13.6980638,-89.1915341;Presencial;2025-10-29 16:30:41.351;2025-10-31 20:30:31.38;85;85
351;3672;2025-10-28 16:27:56.377;2025-11-10 03:18:24.02;PRESENTE;"";"";13.6695506,-87.7983307;Presencial;2025-10-28 16:27:56.377;2025-11-10 03:18:24.02;297;297
779;3560;2025-10-28 15:27:50.47;2025-10-31 21:49:18.322;PRESENTE;"";"";13.6686323,-88.7769345;Presencial;2025-10-28 15:27:50.471;2025-10-31 21:49:18.322;192;192
469;4855;2025-10-29 14:33:50.239;2025-11-04 15:53:37.207;PRESENTE;"";"";13.9833649,-89.5399697;Presencial;2025-10-29 14:33:50.24;2025-11-04 15:53:37.208;179;179
225;1152;2025-10-29 13:44:23.326;2025-10-29 15:07:15.046;PRESENTE;"";"";13.7509221,-88.3486174;Presencial;2025-10-29 13:44:23.327;2025-10-29 15:07:15.047;184;184
433;27;2025-11-03 14:04:59.863;2025-11-06 16:11:17.797;PRESENTE;"";"";13.5472379,-89.0773864;Presencial;2025-11-03 14:04:59.864;2025-11-06 16:11:17.798;27;27
489;200;2025-11-06 15:15:45.527;2025-11-06 16:20:34.931;PRESENTE;"";"";13.7206527,-89.1210525;Presencial;2025-11-06 15:15:45.528;2025-11-06 16:20:34.932;200;200
464;4347;2025-10-28 19:55:25.699;2025-11-06 18:54:29.84;PRESENTE;"";"";13.7276461,-89.1806644;Presencial;2025-10-28 19:55:25.7;2025-11-06 18:54:29.841;172;172
459;166;2025-10-28 19:34:09.303;2025-11-06 21:02:24.487;PRESENTE;"";"";13.7228652,-89.7179857;Presencial;2025-10-28 19:34:09.304;2025-11-06 21:02:24.487;166;166
580;126;2025-10-29 14:40:17.968;2025-11-06 18:23:14.123;PRESENTE;"";"";13.8172104,-89.1808967;Presencial;2025-10-29 14:40:17.969;2025-11-06 18:23:14.124;126;126
508;216;2025-10-29 16:45:42.413;2025-11-07 19:13:11.403;PRESENTE;"";"";13.7359529,-89.0938938;Presencial;2025-10-29 16:45:42.413;2025-11-07 19:13:11.403;216;216
352;296;2025-11-03 14:02:40.789;2025-11-06 21:07:25.201;PRESENTE;"";"";13.6534814,-88.8992601;Presencial;2025-11-03 14:02:40.79;2025-11-06 21:07:25.202;296;296
709;3109;2025-11-04 18:44:26.859;2025-11-04 19:31:53.185;PRESENTE;"";"";13.4443035,-88.7507527;Presencial;2025-11-04 18:44:26.86;2025-11-04 19:31:53.186;69;69
295;246;2025-10-29 16:29:24.414;2025-11-06 17:42:09.085;PRESENTE;"";"";13.8418538,-88.5928271;Presencial;2025-10-29 16:29:24.415;2025-11-06 17:42:09.086;246;246
489;2934;2025-11-06 15:15:45.534;2025-11-06 16:20:34.931;PRESENTE;"";"";13.7206527,-89.1210525;Presencial;2025-11-06 15:15:45.534;2025-11-06 16:20:34.932;200;200
363;737;2025-10-29 15:09:28.756;2025-11-05 16:51:24.595;PRESENTE;"";"";13.8673186,-89.7845468;Presencial;2025-10-29 15:09:28.757;2025-11-05 16:51:24.596;105;105
352;3595;2025-11-03 14:02:40.795;2025-11-06 21:07:25.201;PRESENTE;"";"";13.6534814,-88.8992601;Presencial;2025-11-03 14:02:40.796;2025-11-06 21:07:25.202;296;296
367;4182;2025-11-04 14:18:49.469;2025-11-05 17:00:07.454;PRESENTE;"";"";14.1118805,-88.8887917;Presencial;2025-11-04 14:18:49.47;2025-11-05 17:00:07.455;102;102
300;112;2025-10-31 15:48:09.476;2025-11-05 15:06:03.34;PRESENTE;"";"";13.9113287,-89.2730005;Presencial;2025-10-31 15:48:09.477;2025-11-05 15:06:03.341;112;112
230;518;2025-11-04 15:57:10.745;2025-11-07 17:03:10.911;PRESENTE;"";"";13.9640742,-88.511049;Presencial;2025-11-04 15:57:10.746;2025-11-07 17:03:10.912;246;246
230;518;2025-11-04 15:57:10.753;2025-11-07 17:03:10.911;PRESENTE;"";"";13.9640742,-88.511049;Presencial;2025-11-04 15:57:10.754;2025-11-07 17:03:10.912;246;246
521;3423;2025-10-29 15:05:04.864;2025-11-06 21:06:54.375;PRESENTE;"";"";13.6566639,-89.1850978;Presencial;2025-10-29 15:05:04.865;2025-11-06 21:06:54.376;265;265
295;943;2025-10-29 16:29:24.419;2025-11-06 17:42:09.085;PRESENTE;"";"";13.8418538,-88.5928271;Presencial;2025-10-29 16:29:24.419;2025-11-06 17:42:09.086;246;246
520;2033;2025-10-29 16:09:50.886;2025-10-29 17:06:47.766;PRESENTE;"";"";13.8202148,-88.7003938;Presencial;2025-10-29 16:09:50.887;2025-10-29 17:06:47.767;227;227
361;3181;2025-11-05 16:30:03.909;2025-11-06 14:42:45.414;PRESENTE;"";"";14.2629424,-89.2518451;Presencial;2025-11-05 16:30:03.909;2025-11-06 14:42:45.415;107;107
426;1544;2025-11-03 16:15:06.102;2025-11-06 15:10:22.599;PRESENTE;"";"";13.9172241,-89.8477662;Presencial;2025-11-03 16:15:06.102;2025-11-06 15:10:22.602;34;34
426;5131;2025-10-28 15:16:03.127;2025-11-06 15:10:22.599;PRESENTE;"";"";13.9595167,-89.7502101;Presencial;2025-10-28 15:16:03.127;2025-11-06 15:10:22.602;34;34
470;181;2025-10-29 15:05:46.965;2025-10-29 17:53:28.552;PRESENTE;"";"";13.7099043,-87.8427301;Presencial;2025-10-29 15:05:46.966;2025-10-29 17:53:28.552;181;181
470;4611;2025-10-29 15:05:46.969;2025-10-29 17:53:28.552;PRESENTE;"";"";13.7099043,-87.8427301;Presencial;2025-10-29 15:05:46.97;2025-10-29 17:53:28.552;181;181
498;1027;2025-10-31 22:38:51.449;2025-11-03 19:48:19.846;PRESENTE;"";"";13.9760524,-89.5849129;Presencial;2025-10-31 22:38:51.45;2025-11-03 19:48:19.847;207;207
459;1226;2025-10-28 19:34:09.307;2025-11-06 21:02:24.487;PRESENTE;"";"";13.7228652,-89.7179857;Presencial;2025-10-28 19:34:09.308;2025-11-06 21:02:24.487;166;166
688;4012;2025-11-06 19:49:50.459;2025-11-06 21:15:54.903;PRESENTE;"";"";13.740766,-88.9133772;Presencial;2025-11-06 19:49:50.46;2025-11-06 21:15:54.904;37;37
95;3840;2025-11-04 13:59:38.712;2025-11-04 15:00:13.219;PRESENTE;"";"";13.9496841,-88.5911009;Presencial;2025-11-04 13:59:38.713;2025-11-04 15:00:13.22;301;301
508;2864;2025-10-29 16:45:42.417;2025-11-07 19:13:11.403;PRESENTE;"";"";13.7359529,-89.0938938;Presencial;2025-10-29 16:45:42.418;2025-11-07 19:13:11.403;216;216
370;282;2025-11-06 19:50:41.211;;PRESENTE;"";"";13.620889,-88.6004791;Presencial;2025-11-06 19:50:41.212;2025-11-06 19:50:41.212;282;
446;1179;2025-10-31 22:02:29.5;2025-11-07 14:06:18.912;PRESENTE;"";"";13.5027122,-88.8687403;Presencial;2025-10-31 22:02:29.5;2025-11-07 14:06:18.913;12;12
766;2037;2025-10-31 13:57:33.286;2025-11-07 16:19:38.5;PRESENTE;"";"";13.6418048,-88.4752308;Presencial;2025-10-31 13:57:33.286;2025-11-07 16:19:38.501;191;191
58;107;2025-10-28 19:33:43.144;2025-11-03 15:57:01.489;PRESENTE;"";"";14.119429931640614,-89.0832482910156;Presencial;2025-10-28 19:33:43.145;2025-11-03 15:57:01.489;107;107
58;1933;2025-10-28 19:33:43.149;2025-11-03 15:57:01.489;PRESENTE;"";"";14.119429931640614,-89.0832482910156;Presencial;2025-10-28 19:33:43.15;2025-11-03 15:57:01.489;107;107
384;85;2025-10-29 16:31:29.902;2025-11-07 17:16:35.008;PRESENTE;"";"";13.6980638,-89.1915341;Presencial;2025-10-29 16:31:29.903;2025-11-07 17:16:35.008;85;85
530;4021;2025-10-28 14:38:44.863;2025-11-04 17:14:26.703;PRESENTE;"";"";13.7200979,-88.3849459;Presencial;2025-10-28 14:38:44.864;2025-11-04 17:14:26.704;239;239
532;240;2025-10-29 15:46:15.984;2025-11-05 17:31:34.459;PRESENTE;"";"";13.9788933,-89.5578683;Presencial;2025-10-29 15:46:15.985;2025-11-05 17:31:34.46;240;240
532;2051;2025-10-29 15:46:15.988;2025-11-05 17:31:34.459;PRESENTE;"";"";13.9788933,-89.5578683;Presencial;2025-10-29 15:46:15.989;2025-11-05 17:31:34.46;240;240
1245;1069;2025-11-10 18:35:47.849;2025-11-10 19:15:32.875;PRESENTE;"";"";13.8789556,-89.3619627;Presencial;2025-11-10 18:35:47.85;2025-11-10 19:15:32.875;223;223
352;4236;2025-11-04 15:33:22.994;2025-11-06 21:07:25.201;PRESENTE;"";"";13.6414223,-88.9532932;Presencial;2025-11-04 15:33:22.994;2025-11-06 21:07:25.202;296;296
1245;2148;2025-11-10 18:35:47.852;2025-11-10 19:15:32.875;PRESENTE;"";"";13.8789556,-89.3619627;Presencial;2025-11-10 18:35:47.853;2025-11-10 19:15:32.875;223;223
411;2563;2025-10-28 17:24:12.028;2025-11-06 16:21:22.684;PRESENTE;"";"";14.1107034,-89.0373032;Presencial;2025-10-28 17:24:12.028;2025-11-06 16:21:22.685;56;56
699;54;2025-10-29 19:13:31.551;2025-11-03 21:36:37.388;PRESENTE;"";"";13.3506554,-88.9572606;Presencial;2025-10-29 19:13:31.552;2025-11-03 21:36:37.389;54;54
699;1213;2025-10-29 19:13:31.556;2025-11-03 21:36:37.388;PRESENTE;"";"";13.3506554,-88.9572606;Presencial;2025-10-29 19:13:31.556;2025-11-03 21:36:37.389;54;54
95;301;2025-11-04 13:59:38.734;2025-11-04 15:00:13.219;PRESENTE;"";"";13.9496841,-88.5911009;Presencial;2025-11-04 13:59:38.735;2025-11-04 15:00:13.22;301;301
437;22;2025-10-28 15:53:48.308;2025-11-06 15:46:59.728;PRESENTE;"";"";13.7168965,-89.6502206;Presencial;2025-10-28 15:53:48.309;2025-11-06 15:46:59.729;22;22
326;144;2025-10-28 15:07:54.284;2025-11-06 14:43:15.965;PRESENTE;"";"";13.477348,-88.1921751;Presencial;2025-10-28 15:07:54.284;2025-11-06 14:43:15.966;144;144
766;191;2025-11-03 14:00:13.181;2025-11-07 16:19:38.5;PRESENTE;"";"";13.49157,-88.4664983;Presencial;2025-11-03 14:00:13.182;2025-11-07 16:19:38.501;191;191
437;2766;2025-10-28 15:53:48.312;2025-11-06 15:46:59.728;PRESENTE;"";"";13.7168965,-89.6502206;Presencial;2025-10-28 15:53:48.313;2025-11-06 15:46:59.729;22;22
419;46;2025-10-29 14:42:02.596;2025-11-03 15:28:33.326;PRESENTE;"";"";13.7101312,-89.2076032;Presencial;2025-10-29 14:42:02.597;2025-11-03 15:28:33.327;46;46
419;725;2025-10-29 14:42:02.6;2025-11-03 15:28:33.326;PRESENTE;"";"";13.7101312,-89.2076032;Presencial;2025-10-29 14:42:02.601;2025-11-03 15:28:33.327;46;46
531;268;2025-10-29 16:47:06.897;2025-11-08 17:18:39.425;PRESENTE;"";"";14.2872911,-89.1468662;Presencial;2025-10-29 16:47:06.897;2025-11-08 17:18:39.426;268;268
479;192;2025-10-29 19:13:33.197;2025-11-06 19:37:36.032;PRESENTE;"";"";13.6451656,-88.7892483;Presencial;2025-10-29 19:13:33.198;2025-11-06 19:37:36.033;192;192
479;3798;2025-10-29 19:13:33.201;2025-11-06 19:37:36.032;PRESENTE;"";"";13.6451656,-88.7892483;Presencial;2025-10-29 19:13:33.201;2025-11-06 19:37:36.033;192;192
531;931;2025-10-29 16:47:06.9;2025-11-08 17:18:39.425;PRESENTE;"";"";14.2872911,-89.1468662;Presencial;2025-10-29 16:47:06.901;2025-11-08 17:18:39.426;268;268
426;34;2025-10-28 14:22:30.83;2025-11-06 15:10:22.599;PRESENTE;"";"";13.9595169,-89.7502097;Presencial;2025-10-28 14:22:30.83;2025-11-06 15:10:22.602;34;34
357;289;2025-10-28 19:36:13.763;2025-11-06 15:46:03.618;PRESENTE;"";"";13.7219824,-88.9614278;Presencial;2025-10-28 19:36:13.764;2025-11-06 15:46:03.618;289;289
465;173;2025-10-31 16:12:47.641;2025-11-05 17:34:37.564;PRESENTE;"";"";13.7239591,-89.1507595;Presencial;2025-10-31 16:12:47.642;2025-11-05 17:34:37.565;173;173
457;108;2025-10-29 14:06:19.584;2025-11-06 15:42:46.873;PRESENTE;"";"";13.839191,-88.6617042;Presencial;2025-10-29 14:06:19.585;2025-11-06 15:42:46.874;108;108
709;69;2025-11-04 18:44:26.863;2025-11-04 19:31:53.185;PRESENTE;"";"";13.4443035,-88.7507527;Presencial;2025-11-04 18:44:26.864;2025-11-04 19:31:53.186;69;69
441;17;2025-10-28 15:11:28.148;2025-11-03 20:14:25.014;PRESENTE;"";"";13.8514765,-88.8624796;Presencial;2025-10-28 15:11:28.149;2025-11-03 20:14:26.464;17;28
441;512;2025-10-28 15:11:28.152;2025-11-03 20:14:25.014;PRESENTE;"";"";13.8514765,-88.8624796;Presencial;2025-10-28 15:11:28.153;2025-11-03 20:14:26.464;17;28
411;56;2025-10-28 15:59:21.778;2025-11-06 16:21:22.684;PRESENTE;"";"";14.1422299,-89.0021235;Presencial;2025-10-28 15:59:21.779;2025-11-06 16:21:22.685;56;56
357;391;2025-10-28 19:36:13.767;2025-11-06 15:46:03.618;PRESENTE;"";"";13.7219824,-88.9614278;Presencial;2025-10-28 19:36:13.767;2025-11-06 15:46:03.618;289;289
313;128;2025-10-29 13:38:40.615;2025-11-04 20:21:25.604;PRESENTE;"";"";14.2001833,-89.0943917;Presencial;2025-10-29 13:38:40.616;2025-11-04 20:21:25.605;128;128
457;1214;2025-10-29 14:06:19.589;2025-11-06 15:42:46.873;PRESENTE;"";"";13.839191,-88.6617042;Presencial;2025-10-29 14:06:19.589;2025-11-06 15:42:46.874;108;108
344;309;2025-11-04 16:41:43.551;2025-11-05 18:07:04.163;PRESENTE;"";"";13.3781433,-88.3553922;Presencial;2025-11-04 16:41:43.552;2025-11-05 18:07:04.164;309;309
403;68;2025-10-29 14:07:23.537;2025-10-30 21:01:27.321;PRESENTE;"";"";13.6569626,-89.1824549;Presencial;2025-10-29 14:07:23.538;2025-10-30 21:01:27.321;68;68
403;1227;2025-10-29 14:07:23.542;2025-10-30 21:01:27.321;PRESENTE;"";"";13.6569626,-89.1824549;Presencial;2025-10-29 14:07:23.543;2025-10-30 21:01:27.321;68;68
422;41;2025-10-29 13:34:13.466;2025-11-06 18:36:08.887;PRESENTE;"";"";14.0845201,-88.9098334;Presencial;2025-10-29 13:34:13.468;2025-11-06 18:36:08.888;41;41
422;4336;2025-10-29 13:34:13.474;2025-11-06 18:36:08.887;PRESENTE;"";"";14.0845201,-88.9098334;Presencial;2025-10-29 13:34:13.475;2025-11-06 18:36:08.888;41;41
492;202;2025-10-28 13:21:19.036;2025-10-31 20:30:10.141;PRESENTE;"";"";13.6321085,-89.5745472;Presencial;2025-10-28 13:21:19.037;2025-10-31 20:30:10.141;202;202
766;598;2025-11-03 14:00:13.186;2025-11-07 16:19:38.5;PRESENTE;"";"";13.49157,-88.4664983;Presencial;2025-11-03 14:00:13.187;2025-11-07 16:19:38.501;191;191
418;47;2025-10-29 16:59:13.591;2025-11-06 15:36:10.434;PRESENTE;"";"";13.2921314,-88.1750234;Presencial;2025-10-29 16:59:13.592;2025-11-06 15:36:10.435;47;47
492;3405;2025-10-28 13:21:19.041;2025-10-31 20:30:10.141;PRESENTE;"";"";13.6321085,-89.5745472;Presencial;2025-10-28 13:21:19.042;2025-10-31 20:30:10.141;202;202
329;147;2025-10-29 15:38:55.104;2025-10-31 16:09:48.726;PRESENTE;"";"";13.5152104,-88.3848475;Presencial;2025-10-29 15:38:55.105;2025-10-31 16:09:48.727;147;147
329;5036;2025-10-29 15:38:55.109;2025-10-31 16:09:48.726;PRESENTE;"";"";13.5152104,-88.3848475;Presencial;2025-10-29 15:38:55.11;2025-10-31 16:09:48.727;147;147
418;2296;2025-10-29 16:59:13.596;2025-11-06 15:36:10.434;PRESENTE;"";"";13.2921314,-88.1750234;Presencial;2025-10-29 16:59:13.596;2025-11-06 15:36:10.435;47;47
389;80;2025-10-29 15:46:50.505;2025-11-05 14:38:45.267;PRESENTE;"";"";13.5960919,-88.1980549;Presencial;2025-10-29 15:46:50.506;2025-11-05 14:38:45.267;80;80
389;2822;2025-10-29 15:46:50.508;2025-11-05 14:38:45.267;PRESENTE;"";"";13.5960919,-88.1980549;Presencial;2025-10-29 15:46:50.508;2025-11-05 14:38:45.267;80;80
397;73;2025-11-03 14:01:48.291;2025-11-07 18:00:15.2;PRESENTE;"";"";13.574257,-87.9183132;Presencial;2025-11-03 14:01:48.292;2025-11-07 18:00:15.201;73;73
326;962;2025-10-28 15:07:54.288;2025-11-06 14:43:15.965;PRESENTE;"";"";13.477348,-88.1921751;Presencial;2025-10-28 15:07:54.289;2025-11-06 14:43:15.966;144;144
336;256;2025-10-29 19:13:43.8;2025-11-06 15:48:23.544;PRESENTE;"";"";13.5119674,-88.3505628;Presencial;2025-10-29 19:13:43.801;2025-11-06 15:48:23.544;256;256
336;2227;2025-10-29 19:13:43.804;2025-11-06 15:48:23.544;PRESENTE;"";"";13.5119674,-88.3505628;Presencial;2025-10-29 19:13:43.805;2025-11-06 15:48:23.544;256;256
230;2840;2025-11-04 15:57:10.746;2025-11-07 17:03:10.911;PRESENTE;"";"";13.9640742,-88.511049;Presencial;2025-11-04 15:57:10.747;2025-11-07 17:03:10.912;246;246
395;75;2025-10-28 19:34:33.261;2025-11-04 14:53:34.165;PRESENTE;"";"";13.977387,-89.7566895;Presencial;2025-10-28 19:34:33.261;2025-11-04 14:53:34.166;75;75
384;1801;2025-10-29 16:31:29.906;2025-11-07 17:16:35.008;PRESENTE;"";"";13.6980638,-89.1915341;Presencial;2025-10-29 16:31:29.907;2025-11-07 17:16:35.008;85;85
435;24;2025-10-28 19:34:42.011;2025-11-07 20:13:15.501;PRESENTE;"";"";13.6721717,-89.2875706;Presencial;2025-10-28 19:34:42.012;2025-11-07 20:13:15.501;24;24
469;179;2025-10-29 14:05:06.177;2025-11-04 15:53:37.207;PRESENTE;"";"";13.9833622,-89.5399677;Presencial;2025-10-29 14:05:06.178;2025-11-04 15:53:37.208;179;179
435;540;2025-10-28 19:34:42.018;2025-11-07 20:13:15.501;PRESENTE;"";"";13.6721717,-89.2875706;Presencial;2025-10-28 19:34:42.018;2025-11-07 20:13:15.501;24;24
469;2730;2025-10-29 14:05:06.183;2025-11-04 15:53:37.207;PRESENTE;"";"";13.9833622,-89.5399677;Presencial;2025-10-29 14:05:06.184;2025-11-04 15:53:37.208;179;179
95;3840;2025-11-04 13:59:38.739;2025-11-04 15:00:13.219;PRESENTE;"";"";13.9496841,-88.5911009;Presencial;2025-11-04 13:59:38.74;2025-11-04 15:00:13.22;301;301
333;155;2025-10-29 16:57:42.725;2025-11-04 15:00:47.064;PRESENTE;"";"";13.8070937,-89.1461626;Presencial;2025-10-29 16:57:42.726;2025-11-04 15:00:47.065;155;155
397;3641;2025-11-03 14:01:48.295;2025-11-07 18:00:15.2;PRESENTE;"";"";13.574257,-87.9183132;Presencial;2025-11-03 14:01:48.296;2025-11-07 18:00:15.201;73;73
528;236;2025-11-04 14:03:01.893;2025-11-06 17:43:40.729;PRESENTE;"";"";13.5698378,-88.5727217;Presencial;2025-11-04 14:03:01.894;2025-11-06 17:43:40.73;236;236
333;3733;2025-10-29 16:57:42.73;2025-11-04 15:00:47.064;PRESENTE;"";"";13.8070937,-89.1461626;Presencial;2025-10-29 16:57:42.731;2025-11-04 15:00:47.065;155;155
528;2163;2025-11-04 14:03:01.898;2025-11-06 17:43:40.729;PRESENTE;"";"";13.5698378,-88.5727217;Presencial;2025-11-04 14:03:01.899;2025-11-06 17:43:40.73;236;236
124;17;2025-10-28 17:14:36.446;2025-11-05 18:53:17.304;PRESENTE;"";"";13.8516012,-88.8624192;Presencial;2025-10-28 17:14:36.446;2025-11-05 18:53:17.305;17;17
496;162;2025-11-03 14:22:41.501;2025-11-06 19:51:29.362;PRESENTE;"";"";14.093635,-89.5169533;Presencial;2025-11-03 14:22:41.502;2025-11-06 19:51:29.363;162;162
709;69;2025-11-04 18:44:26.889;2025-11-04 19:31:53.185;PRESENTE;"";"";13.4443035,-88.7507527;Presencial;2025-11-04 18:44:26.89;2025-11-04 19:31:53.186;69;69
313;128;2025-10-29 13:38:40.616;2025-11-04 20:21:25.604;PRESENTE;"";"";14.2001833,-89.0943917;Presencial;2025-10-29 13:38:40.617;2025-11-04 20:21:25.605;128;128
1245;3385;2025-11-10 18:35:47.855;2025-11-10 19:15:32.875;PRESENTE;"";"";13.8789556,-89.3619627;Presencial;2025-11-10 18:35:47.855;2025-11-10 19:15:32.875;223;223
458;165;2025-10-31 13:16:36.132;2025-11-06 16:13:13.547;PRESENTE;"";"";13.5607192,-88.489676;Presencial;2025-10-31 13:16:36.132;2025-11-06 16:13:13.548;165;165
389;80;2025-10-29 15:46:50.474;2025-11-05 14:38:45.267;PRESENTE;"";"";13.5960919,-88.1980549;Presencial;2025-10-29 15:46:50.475;2025-11-05 14:38:45.267;80;80
425;35;2025-11-03 16:27:52.756;2025-11-06 17:39:40.419;PRESENTE;"";"";13.7162453,-89.0720941;Presencial;2025-11-03 16:27:52.757;2025-11-06 17:39:40.42;35;35
458;165;2025-10-28 15:02:18.337;2025-11-06 16:13:13.547;PRESENTE;"";"";13.6377625,-88.5194895;Presencial;2025-10-28 15:02:18.337;2025-11-06 16:13:13.548;165;165
426;34;2025-10-29 16:44:23.548;2025-11-06 15:10:22.599;PRESENTE;"";"";14.0099433,-89.8280933;Presencial;2025-10-29 16:44:23.549;2025-11-06 15:10:22.602;34;34
426;1583;2025-10-29 16:44:23.552;2025-11-06 15:10:22.599;PRESENTE;"";"";14.0099433,-89.8280933;Presencial;2025-10-29 16:44:23.553;2025-11-06 15:10:22.602;34;34
677;106;2025-10-29 14:42:55.492;2025-11-03 18:01:52.869;PRESENTE;"";"";13.1892038,-87.9177342;Presencial;2025-10-29 14:42:55.493;2025-11-03 18:01:52.87;106;106
677;2210;2025-10-29 14:42:55.496;2025-11-03 18:01:52.869;PRESENTE;"";"";13.1892038,-87.9177342;Presencial;2025-10-29 14:42:55.497;2025-11-03 18:01:52.87;106;106
411;4552;2025-10-28 15:59:21.782;2025-11-06 16:21:22.684;PRESENTE;"";"";14.1422299,-89.0021235;Presencial;2025-10-28 15:59:21.782;2025-11-06 16:21:22.685;56;56
81;149;2025-10-29 19:15:54.637;2025-10-31 16:49:43.123;PRESENTE;"";"";13.4604525,-88.9299177;Presencial;2025-10-29 19:15:54.637;2025-10-31 16:49:43.124;149;149
81;2429;2025-10-29 19:15:54.642;2025-10-31 16:49:43.123;PRESENTE;"";"";13.4604525,-88.9299177;Presencial;2025-10-29 19:15:54.643;2025-10-31 16:49:43.124;149;149
491;160;2025-10-29 16:58:06.892;2025-11-05 17:21:14.611;PRESENTE;"";"";13.3096837,-88.5776239;Presencial;2025-10-29 16:58:06.893;2025-11-05 17:21:14.612;160;160
